month,division,line,period,num_passengers,additional platform time,additional train time,total_apt,total_att,over_five_mins,over_five_mins_perc,customer journey time performance
2024-03-01,B DIVISION,R,peak,"4,367,676","1.5101626","0.04991076","6,595,901","217,994.05","734,803.7",16.823676%,83.17632%
2024-03-01,B DIVISION,S Fkln,offpeak,"191,074.8","0.6932698","0.06421188","132,466.39","12,269.272","8,628.1",4.5155615%,95.48444%
2024-03-01,B DIVISION,S Fkln,peak,"186,425.4","0.4189305","0.062276933","78,099.29","11,610.002","5,436.6",2.9162334%,97.083765%
2024-03-01,B DIVISION,S Rock,offpeak,"27,325.8","0.86805296","-1.0266932","23,720.242","-28,055.213","2,768.4",10.131085%,89.868915%
2024-03-01,B DIVISION,S Rock,peak,"19,397.7","0.9117395","-1.1187457","17,685.65","-21,701.092","1,892.2",9.754764%,90.245235%
2024-03-01,B DIVISION,W,offpeak,"1,317,861.5","0.84546846","0.20497409","1,114,210.2","270,127.44","141,839.7",10.762869%,89.23713%
2024-03-01,B DIVISION,W,peak,"1,411,954.4","0.91722757","0.0067086155","1,295,083.5","9,472.259","114,925.2",8.139441%,91.860557%
2024-02-01,A DIVISION,"1",offpeak,"3,867,551","1.0853374","0.68345267","4,197,598","2,643,288.2","484,512.9",12.52764%,87.47236%
2024-02-01,A DIVISION,"1",peak,"4,363,445.5","1.4432973","0.5950863","6,297,749","2,596,626.5","463,635.2",10.6254384%,89.37456%
2024-02-01,A DIVISION,"2",offpeak,"2,336,734.5","1.5226524","0.61349446","3,558,034.5","1,433,573.8","416,612.5",17.828834%,82.171166%
2024-02-01,A DIVISION,"2",peak,"2,815,864.8","1.202949","0.29503614","3,387,341.5","830,781.8","361,184.5",12.82677%,87.17323%
2024-02-01,A DIVISION,"3",offpeak,"1,726,217","0.923262","0.26484317","1,593,750.5","457,176.78","208,555.9",12.081674%,87.91833%
2024-02-01,A DIVISION,"3",peak,"2,145,013","0.91016","0.22499792","1,952,305.1","482,623.5","212,584.9",9.910657%,90.089345%
2024-02-01,A DIVISION,"4",offpeak,"3,079,778.5","0.97593576","0.39795426","3,005,666","1,225,611","425,179.5",13.805522%,86.19448%
2024-02-01,A DIVISION,"4",peak,"3,286,224.5","0.94165415","0.41899285","3,094,486.8","1,376,904.5","373,671.8",11.370855%,88.629144%
2024-02-01,A DIVISION,"5",offpeak,"2,144,262","1.3334861","0.637401","2,859,343.5","1,366,754.8","311,737.6",14.538224%,85.46178%
2024-02-01,A DIVISION,"5",peak,"2,915,816.5","1.0082685","0.20459516","2,939,926","596,562","325,533.6",11.164406%,88.83559%
2024-02-01,A DIVISION,"6",offpeak,"4,195,042.5","1.177265","0.6647507","4,938,677.5","2,788,657.8","566,919.7",13.514039%,86.485964%
2024-02-01,A DIVISION,"6",peak,"4,748,238.5","1.2934672","0.8307109","6,141,691","3,944,413.8","663,550.5",13.974667%,86.025333%
2024-02-01,A DIVISION,"7",offpeak,"2,979,932.8","0.8864109","0.42178413","2,641,444.8","1,256,888.2","328,874.5",11.0363066%,88.963693%
2024-02-01,A DIVISION,"7",peak,"3,446,606.8","0.7180291","0.3202063","2,474,764","1,103,625.2","216,991.5",6.295801%,93.7042%
2024-02-01,A DIVISION,S 42nd,offpeak,"300,478.2","0.94218934","-0.09234064","283,107.34","-27,746.348","8,676.1",2.8874308%,97.112566%
2024-02-01,A DIVISION,S 42nd,peak,"394,289","0.44164392","-0.108576596","174,135.34","-42,810.56","1,976.5",0.50128205%,99.49872%
2024-02-01,B DIVISION,A,offpeak,"2,916,439.5","1.3361737","0.76911104","3,896,869.5","2,243,065.8","623,081",21.364442%,78.635556%
2024-02-01,B DIVISION,A,peak,"3,725,892.5","1.2322639","0.6355996","4,591,283","2,368,176","594,039.4",15.943547%,84.056455%
2024-02-01,B DIVISION,B,offpeak,"1,434,153.6","1.9743688","1.0961117","2,831,548.2","1,571,992.4","343,219.5",23.93185%,76.06815%
2024-02-01,B DIVISION,B,peak,"2,295,896.2","1.669371","0.98262095","3,832,702.5","2,255,995.8","526,891.3",22.949265%,77.050734%
2024-02-01,B DIVISION,C,offpeak,"2,029,466.1","1.5433875","0.4957389","3,132,252.8","1,006,085.3","345,434.9",17.020974%,82.979023%
2024-02-01,B DIVISION,C,peak,"1,812,082.4","1.8134493","0.3772543","3,286,119.5","683,615.9","308,686",17.034876%,82.965124%
2024-02-01,B DIVISION,D,offpeak,"2,388,453.2","1.8937973","0.8870564","4,523,246","2,118,692.8","624,139",26.131514%,73.868483%
2024-02-01,B DIVISION,D,peak,"2,378,968.5","1.5341706","0.8273832","3,649,743.2","1,968,318.5","515,375.3",21.663815%,78.336185%
2024-02-01,B DIVISION,E,offpeak,"2,597,457.5","1.2613977","1.128922","3,276,426.8","2,932,326.8","537,819.3",20.705606%,79.294395%
2024-02-01,B DIVISION,E,peak,"2,993,361.2","1.5078723","0.30703676","4,513,606.5","919,071.94","456,572.3",15.25283%,84.74717%
2024-02-01,B DIVISION,F,offpeak,"3,413,610.2","2.1430957","0.8611252","7,315,693.5","2,939,545.8","934,204.1",27.36704%,72.63296%
2024-02-01,B DIVISION,F,peak,"4,058,810.5","2.1625085","0.4979738","8,777,212","2,021,181.4","838,005.3",20.646574%,79.35343%
2024-02-01,B DIVISION,G,offpeak,"1,089,410.8","1.1863219","0.957557","1,292,391.8","1,043,172.9","201,839.4",18.527393%,81.472605%
2024-02-01,B DIVISION,G,peak,"1,286,429.8","1.5446262","0.76455194","1,987,053.1","983,542.3","264,047.5",20.525607%,79.474396%
2024-02-01,B DIVISION,JZ,offpeak,"1,048,283.2","1.4008555","0.56622934","1,468,493.4","593,568.75","209,553.3",19.990142%,80.00986%
2024-02-01,B DIVISION,JZ,peak,"1,156,399.5","1.2055604","0.5027642","1,394,109.6","581,396.3","196,674.6",17.007495%,82.992506%
2024-02-01,B DIVISION,L,offpeak,"2,169,619","0.84678835","0.5369957","1,837,208.1","1,165,076.1","201,141.3",9.270812%,90.72919%
2024-02-01,B DIVISION,L,peak,"2,290,134","0.82472837","0.52033734","1,888,738.5","1,191,642.4","184,231.5",8.044573%,91.95543%
2024-02-01,B DIVISION,M,offpeak,"691,490.6","1.4124751","0.03757752","976,713.3","25,984.504","114,685",16.585186%,83.414817%
2024-02-01,B DIVISION,M,peak,"753,468.06","1.510372","0.23509994","1,138,017.1","177,140.3","136,640.7",18.134902%,81.865096%
2024-02-01,B DIVISION,N,offpeak,"2,031,676","1.5860691","0.7503795","3,222,378.5","1,524,528","408,670",20.11492%,79.88508%
2024-02-01,B DIVISION,N,peak,"2,319,955.2","1.5781602","0.75461423","3,661,261","1,750,671.1","423,220.6",18.24262%,81.75738%
2024-02-01,B DIVISION,Q,offpeak,"2,503,881","1.360885","0.51376563","3,407,494","1,286,408","480,085.9",19.173671%,80.82633%
2024-02-01,B DIVISION,Q,peak,"2,762,358","1.3890101","0.7030613","3,836,942.8","1,942,106.9","554,318.3",20.066853%,79.93315%
2024-02-01,B DIVISION,R,offpeak,"2,953,706.5","2.0409617","0.16243994","6,028,402","479,799.9","694,806.2",23.523197%,76.4768%
2024-02-01,B DIVISION,R,peak,"3,751,540","1.672832","0.0583833","6,275,696","219,027.28","692,196.2",18.450989%,81.54901%
2024-02-01,B DIVISION,S Fkln,offpeak,"154,429.6","0.54535395","0.06719561","84,218.8","10,376.991","4,711.7",3.0510342%,96.948963%
2024-02-01,B DIVISION,S Fkln,peak,"151,716.1","0.32192242","0.0659101","48,840.816","9,999.624","2,695.2",1.776476%,98.223525%
2024-02-01,B DIVISION,S Rock,offpeak,"22,423.6","0.5546524","-1.2009424","12,437.304","-26,929.453","1,673.9",7.464903%,92.535096%
2024-02-01,B DIVISION,S Rock,peak,"16,473.3","0.5079836","-1.1952616","8,368.166","-19,689.902","1,306.6",7.931623%,92.06838%
2024-02-01,B DIVISION,W,offpeak,"1,048,831.6","1.1117465","0.34833553","1,166,034.9","365,345.3","145,099.3",13.834375%,86.165625%
2024-02-01,B DIVISION,W,peak,"1,191,309","1.3397795","0.23336105","1,596,091.4","278,005.12","132,813.1",11.148501%,88.8515%
2024-01-01,A DIVISION,"1",offpeak,"4,873,143.5","1.656052","0.79665726","8,070,179","3,882,225.2","763,100.9",15.659314%,84.340686%
2024-01-01,A DIVISION,"1",peak,"4,765,373","2.115036","0.8733","10,078,935","4,161,600.2","743,524.6",15.602654%,84.397346%
2024-01-01,A DIVISION,"2",offpeak,"2,878,163.8","1.6068327","0.50131786","4,624,727.5","1,442,874.9","487,204.1",16.927601%,83.0724%
2024-01-01,A DIVISION,"2",peak,"3,092,725.5","2.0733223","0.5617463","6,412,216.5","1,737,327.1","460,791.2",14.899196%,85.100806%
2024-01-01,A DIVISION,"3",offpeak,"2,125,353.8","1.2491903","0.3281006","2,654,971.2","697,329.8","265,963.7",12.513857%,87.48614%
2024-01-01,A DIVISION,"3",peak,"2,370,172.5","1.9034697","0.66395","4,511,551.5","1,573,676.2","332,503.7",14.02867%,85.97133%
2024-01-01,A DIVISION,"4",offpeak,"3,855,279","1.0047743","0.5557668","3,873,685.8","2,142,636.2","546,062.4",14.164017%,85.83598%
2024-01-01,A DIVISION,"4",peak,"3,750,492","1.0972669","0.5364009","4,115,290.8","2,011,767.4","501,194.5",13.363433%,86.63657%
2024-01-01,A DIVISION,"5",offpeak,"2,693,817.8","1.2443892","0.679191","3,352,157.8","1,829,616.6","398,769.2",14.803125%,85.196877%
2024-01-01,A DIVISION,"5",peak,"3,242,436.8","1.298453","0.41970527","4,210,151.5","1,360,867.9","428,431.9",13.21327%,86.78673%
2024-01-01,A DIVISION,"6",offpeak,"5,560,864.5","1.1081071","0.5687457","6,162,033.5","3,162,717.8","668,963.1",12.029839%,87.97016%
2024-01-01,A DIVISION,"6",peak,"5,614,813.5","1.2370402","0.77509737","6,945,750","4,352,027","724,453.8",12.902544%,87.097454%
2024-01-01,A DIVISION,"7",offpeak,"3,763,887.5","1.3504808","0.6771399","5,083,058","2,548,678.5","557,695.2",14.817%,85.183%
2024-01-01,A DIVISION,"7",peak,"3,900,784.8","2.1150193","0.72821695","8,250,235","2,840,617.5","480,936.9",12.329234%,87.67077%
2024-01-01,A DIVISION,S 42nd,offpeak,"403,510.8","0.66231287","-0.102710135","267,250.38","-41,444.65","14,073.9",3.487862%,96.51214%
2024-01-01,A DIVISION,S 42nd,peak,"436,755","0.6600488","-0.12289166","288,279.62","-53,673.543","10,829.6",2.4795596%,97.52044%
2024-01-01,B DIVISION,A,offpeak,"3,645,535","1.3620256","0.92172766","4,965,312","3,360,190.2","795,530.3",21.822046%,78.17795%
2024-01-01,B DIVISION,A,peak,"4,221,051.5","1.1564931","0.6591952","4,881,616.5","2,782,496.8","700,556.1",16.59672%,83.40328%
2024-01-01,B DIVISION,B,offpeak,"2,042,780.5","2.18928","1.1549352","4,472,218.5","2,359,279","512,794.1",25.10275%,74.89725%
2024-01-01,B DIVISION,B,peak,"2,827,185.2","1.8714374","1.3293455","5,290,900","3,758,305.8","722,645.7",25.560609%,74.439394%
2024-01-01,B DIVISION,C,offpeak,"2,567,641.5","1.5253918","0.5937825","3,916,659.5","1,524,620.6","457,981.9",17.836675%,82.16332%
2024-01-01,B DIVISION,C,peak,"1,980,860.2","1.5475147","0.35739866","3,065,410.2","707,956.8","332,114.9",16.766196%,83.233804%
2024-01-01,B DIVISION,D,offpeak,"3,080,210","1.8675319","0.8604837","5,752,390.5","2,650,470.5","776,987.6",25.22515%,74.77485%
2024-01-01,B DIVISION,D,peak,"2,731,725.8","1.5403761","0.81380045","4,207,885","2,223,079.8","569,074.5",20.83205%,79.16795%
2024-01-01,B DIVISION,E,offpeak,"3,319,477.5","1.2154408","1.0245115","4,034,628.2","3,400,842.8","630,410.9",18.991269%,81.00873%
2024-01-01,B DIVISION,E,peak,"3,371,860.5","0.94321644","-0.001061301","3,180,394.2","-3,578.5588","365,031",10.825804%,89.1742%
2024-01-01,B DIVISION,F,offpeak,"4,496,697.5","1.9507273","0.78187066","8,771,831","3,515,835.8","1,103,008.4",24.529299%,75.4707%
2024-01-01,B DIVISION,F,peak,"4,730,919.5","1.6218216","0.32620883","7,672,707.5","1,543,267.8","869,630.7",18.381853%,81.61815%
2024-01-01,B DIVISION,G,offpeak,"1,267,410.4","0.711206","0.8211039","901,389.94","1,040,675.6","174,031.4",13.731259%,86.26874%
2024-01-01,B DIVISION,G,peak,"1,386,073","0.759011","0.65175694","1,052,044.6","903,382.75","199,503.8",14.393455%,85.606545%
2024-01-01,B DIVISION,JZ,offpeak,"1,300,614.2","1.6726298","0.6338508","2,175,446.2","824,395.44","271,129.7",20.84628%,79.15372%
2024-01-01,B DIVISION,JZ,peak,"1,389,249.4","1.3505808","0.48101896","1,876,293.6","668,255.3","241,466.9",17.381105%,82.61889%
2024-01-01,B DIVISION,L,offpeak,"2,713,766.8","0.8732794","0.5110845","2,369,876.8","1,386,964.2","238,091.8",8.77348%,91.22652%
2024-01-01,B DIVISION,L,peak,"2,617,951.5","1.0352889","0.5408813","2,710,336.5","1,416,001","223,213",8.526246%,91.47375%
2024-01-01,B DIVISION,M,offpeak,"1,036,764","1.5265555","0.07713666","1,582,677.8","79,972.516","164,467",15.863495%,84.136504%
2024-01-01,B DIVISION,M,peak,"1,035,577.3","1.3188179","0.23159899","1,365,737.9","239,838.66","167,159.1",16.141634%,83.858365%
2024-01-01,B DIVISION,N,offpeak,"2,614,879","1.6676645","0.91992176","4,360,741","2,405,484.2","558,180.7",21.346329%,78.65367%
2024-01-01,B DIVISION,N,peak,"2,679,017.2","1.5230294","0.70341223","4,080,222","1,884,453.5","491,665.8",18.352468%,81.647533%
2024-01-01,B DIVISION,Q,offpeak,"3,274,836.2","1.5432885","0.6846408","5,054,017","2,242,086.8","704,038.5",21.498433%,78.501564%
2024-01-01,B DIVISION,Q,peak,"3,219,529.2","1.6545821","0.9274291","5,326,975.5","2,985,885","724,289.4",22.496748%,77.50325%
2024-01-01,B DIVISION,R,offpeak,"3,755,709","1.8473359","0.23839206","6,938,056","895,331.1","834,986",22.232448%,77.76755%
2024-01-01,B DIVISION,R,peak,"4,316,386","1.4789358","0.103731334","6,383,657.5","447,744.47","735,365.3",17.036597%,82.9634%
2024-01-01,B DIVISION,S Fkln,offpeak,"187,334.4","0.4773645","0.021663457","89,426.8","4,058.3108","5,685.4",3.0348938%,96.965104%
2024-01-01,B DIVISION,S Fkln,peak,"184,188.4","0.45723486","0.0047921315","84,217.36","882.6551","5,360.7",2.9104438%,97.08956%
2024-01-01,B DIVISION,S Rock,offpeak,"26,030.4","0.68915594","-0.889155","17,939.006","-23,145.06","2,137.8",8.212705%,91.787297%
2024-01-01,B DIVISION,S Rock,peak,"17,762.8","0.58197397","-1.2152113","10,337.487","-21,585.555","1,527.6",8.599996%,91.400003%
2024-01-01,B DIVISION,W,offpeak,"1,477,979.8","1.0090553","0.36781713","1,491,363.1","543,626.25","195,955",13.2583%,86.7417%
2024-01-01,B DIVISION,W,peak,"1,421,361.2","0.99969053","0.2275001","1,420,921.4","323,359.84","138,601.2",9.7513%,90.2487%
2023-12-01,A DIVISION,"1",offpeak,"4,884,956","1.181024","0.8453224","5,769,250.5","4,129,363","707,138.4",14.475839%,85.52416%
2023-12-01,A DIVISION,"1",peak,"5,210,241","1.1771193","0.6388958","6,133,075","3,328,801","629,128.7",12.074848%,87.925154%
2023-12-01,A DIVISION,"2",offpeak,"2,954,578","1.4405016","0.57173574","4,256,074.5","1,689,237.9","517,718.9",17.5226%,82.4774%
2023-12-01,A DIVISION,"2",peak,"3,401,714.5","1.271443","0.3235089","4,325,086.5","1,100,484.9","454,804.1",13.36985%,86.630154%
2023-12-01,A DIVISION,"3",offpeak,"2,214,144.2","1.1091725","0.36172447","2,455,868","800,910.1","274,907.7",12.415979%,87.58402%
2023-12-01,A DIVISION,"3",peak,"2,645,475.5","1.0304348","0.41371378","2,725,990.2","1,094,469.6","310,686.4",11.744066%,88.255936%
2023-12-01,A DIVISION,"4",offpeak,"3,563,425.8","1.0997872","0.3996997","3,919,010.2","1,424,300.1","513,181.5",14.401352%,85.59865%
2023-12-01,A DIVISION,"4",peak,"3,745,935","1.0662752","0.39418295","3,994,197.8","1,476,583.8","475,197.4",12.685682%,87.31432%
2023-12-01,A DIVISION,"5",offpeak,"2,563,045.5","1.3091502","0.56749886","3,355,411.5","1,454,525.5","391,612.7",15.279195%,84.72081%
2023-12-01,A DIVISION,"5",peak,"3,303,350","1.1639525","0.12792355","3,844,942.5","422,576.25","399,564.8",12.095745%,87.904257%
2023-12-01,A DIVISION,"6",offpeak,"4,970,264","1.3093983","0.6766451","6,508,055","3,363,104.8","706,053.6",14.205556%,85.79444%
2023-12-01,A DIVISION,"6",peak,"5,482,505","1.5875309","0.95151186","8,703,646","5,216,668.5","879,402.7",16.040163%,83.959836%
2023-12-01,A DIVISION,"7",offpeak,"3,955,846","1.4794325","0.87610686","5,852,407","3,465,743.8","631,904.3",15.973936%,84.02606%
2023-12-01,A DIVISION,"7",peak,"4,396,376","1.6389633","0.87233377","7,205,499","3,835,107.2","571,801.4",13.006198%,86.9938%
2023-12-01,A DIVISION,S 42nd,offpeak,"263,633.6","0.50574523","-0.103457905","133,331.44","-27,274.98","5,439.7",2.0633562%,97.93664%
2023-12-01,A DIVISION,S 42nd,peak,"322,017.6","0.42797625","-0.10830594","137,815.89","-34,876.418","1,769.4",0.5494731%,99.45053%
2023-12-01,B DIVISION,A,offpeak,"3,510,847.8","1.4977815","0.92343736","5,258,483","3,242,048","807,951.4",23.013%,76.987%
2023-12-01,B DIVISION,A,peak,"4,336,921","1.2435803","0.61740553","5,393,310","2,677,639.2","740,653.2",17.077857%,82.92214%
2023-12-01,B DIVISION,B,offpeak,"1,868,757.4","1.9295136","0.6437877","3,605,792.5","1,203,082.9","462,933.5",24.772264%,75.22774%
2023-12-01,B DIVISION,B,peak,"2,823,532","1.7971228","0.92584","5,074,234","2,614,138.8","684,421.2",24.239896%,75.7601%
2023-12-01,B DIVISION,C,offpeak,"2,498,392.2","1.8062916","0.5418561","4,512,825","1,353,769.1","532,575.2",21.316718%,78.68328%
2023-12-01,B DIVISION,C,peak,"2,133,422.8","1.9681636","0.36522096","4,198,925","779,170.7","451,672",21.171239%,78.828764%
2023-12-01,B DIVISION,D,offpeak,"2,737,791.2","2.1358113","1.0299128","5,847,405.5","2,819,686.2","779,324.8",28.46546%,71.534544%
2023-12-01,B DIVISION,D,peak,"2,681,027","1.5825378","0.77852345","4,242,826.5","2,087,242.5","571,760.2",21.326163%,78.67384%
2023-12-01,B DIVISION,E,offpeak,"2,992,011.5","1.1570998","0.8705373","3,462,055.8","2,604,657.5","577,160.5",19.290051%,80.70995%
2023-12-01,B DIVISION,E,peak,"3,457,528.5","1.1310166","-0.24743849","3,910,522.2","-855,525.7","373,971.7",10.816156%,89.183843%
2023-12-01,B DIVISION,F,offpeak,"4,285,552.5","1.9111276","0.6651048","8,190,238","2,850,341.5","1,057,749.6",24.681754%,75.31825%
2023-12-01,B DIVISION,F,peak,"4,945,134","1.7972279","0.22956623","8,887,533","1,135,235.8","899,720.4",18.194056%,81.805944%
2023-12-01,B DIVISION,G,offpeak,"1,368,235.8","1.0686182","0.874745","1,462,121.6","1,196,857.5","232,010.1",16.956879%,83.04312%
2023-12-01,B DIVISION,G,peak,"1,531,968","1.6923957","0.8422659","2,592,696","1,290,324.5","311,737.2",20.348807%,79.651195%
2023-12-01,B DIVISION,JZ,offpeak,"1,249,013.4","2.081078","0.6387769","2,599,294.2","797,840.9","278,416",22.290874%,77.709126%
2023-12-01,B DIVISION,JZ,peak,"1,441,900.8","1.6996317","0.614496","2,450,700.2","886,042.2","278,605.3",19.322087%,80.677915%
2023-12-01,B DIVISION,L,offpeak,"2,974,790","1.0798931","0.55061746","3,212,455.2","1,637,971.4","289,879.7",9.7445436%,90.25546%
2023-12-01,B DIVISION,L,peak,"3,051,682","1.3664814","0.3925016","4,170,066.8","1,197,790","238,986.9",7.831317%,92.16868%
2023-12-01,B DIVISION,M,offpeak,"1,038,629.9","2.2588828","0.09504857","2,346,143.2","98,720.28","225,076.4",21.67051%,78.32949%
2023-12-01,B DIVISION,M,peak,"1,087,982.2","1.7809306","0.07640156","1,937,621","83,123.55","221,223.6",20.333382%,79.66662%
2023-12-01,B DIVISION,N,offpeak,"2,599,212.5","1.875568","0.6634571","4,875,000","1,724,466.1","585,049.4",22.508717%,77.491283%
2023-12-01,B DIVISION,N,peak,"2,719,477.2","1.7876035","0.48039243","4,861,347","1,306,416.2","555,250.7",20.417553%,79.582447%
2023-12-01,B DIVISION,Q,offpeak,"3,144,457.8","1.5248306","0.20979045","4,794,765.5","659,677.25","632,313",20.108809%,79.89119%
2023-12-01,B DIVISION,Q,peak,"3,383,215","1.6369072","0.4602945","5,538,009","1,557,275.2","718,395.7",21.234113%,78.76589%
2023-12-01,B DIVISION,R,offpeak,"3,967,866.8","2.0245314","0.13375808","8,033,070.5","530,734.25","927,349.1",23.371479%,76.628524%
2023-12-01,B DIVISION,R,peak,"4,808,776","1.8929961","0.043114256","9,102,994","207,326.8","983,619.1",20.454666%,79.54533%
2023-12-01,B DIVISION,S Fkln,offpeak,"182,904","0.91709894","-0.009104887","167,741.06","-1,665.3202","7,842.4",4.2877138%,95.712286%
2023-12-01,B DIVISION,S Fkln,peak,"177,878","0.7760065","0.041599777","138,034.48","7,399.685","8,631.399",4.8524268%,95.147574%
2023-12-01,B DIVISION,S Rock,offpeak,"26,044","0.8306408","-0.8427543","21,633.209","-21,948.693","2,343.6",8.9986175%,91.00138%
2023-12-01,B DIVISION,S Rock,peak,"16,442","0.66097003","-1.0859164","10,867.67","-17,854.639","1,453.4",8.839557%,91.16044%
2023-12-01,B DIVISION,W,offpeak,"1,349,498.8","1.2134124","0.42542455","1,637,498.4","574,109.9","203,842.6",15.105061%,84.89494%
2023-12-01,B DIVISION,W,peak,"1,524,617.9","1.2790076","0.14641072","1,949,997.9","223,220.39","190,381.7",12.4871746%,87.512827%
2023-11-01,A DIVISION,"1",offpeak,"5,285,845.5","0.91907656","0.68076926","4,858,096.5","3,598,441.2","594,309",11.243405%,88.7566%
2023-11-01,A DIVISION,"1",peak,"5,474,069.5","1.0344465","0.7389665","5,662,631.5","4,045,154","614,948.2",11.23384%,88.76616%
2023-11-01,A DIVISION,"2",offpeak,"3,122,041.5","1.3218051","0.40430322","4,126,730.5","1,262,251.5","478,209.5",15.317205%,84.6828%
2023-11-01,A DIVISION,"2",peak,"3,548,820","1.2296094","0.37721947","4,363,662","1,338,684","468,841.1",13.211183%,86.788815%
2023-11-01,A DIVISION,"3",offpeak,"2,420,120.5","1.0019181","0.29747394","2,424,762.2","719,922.75","283,614.9",11.7190406%,88.28096%
2023-11-01,A DIVISION,"3",peak,"2,817,331.8","0.99513274","0.4333089","2,803,619","1,220,774.9","317,815.9",11.2807415%,88.71926%
2023-11-01,A DIVISION,"4",offpeak,"3,853,970.8","0.9302769","0.42603064","3,585,260","1,641,909.6","502,588.7",13.040802%,86.959195%
2023-11-01,A DIVISION,"4",peak,"4,030,973.2","0.87762684","0.22223298","3,537,690.5","895,815.2","390,180.5",9.67956%,90.32044%
2023-11-01,A DIVISION,"5",offpeak,"2,725,222","1.2711319","0.49017513","3,464,116.5","1,335,836","384,626.3",14.113577%,85.886425%
2023-11-01,A DIVISION,"5",peak,"3,448,881.2","1.0135509","-0.014747941","3,495,616.8","-50,863.9","345,933.5",10.0303106%,89.96969%
2023-11-01,A DIVISION,"6",offpeak,"5,495,748","1.2038543","0.6753388","6,616,080","3,711,492","730,474.3",13.291626%,86.70837%
2023-11-01,A DIVISION,"6",peak,"5,871,540.5","1.3156656","0.8067088","7,724,984","4,736,623.5","850,256",14.48097%,85.51903%
2023-11-01,A DIVISION,"7",offpeak,"4,379,483","1.0637299","0.46590653","4,658,586.5","2,040,429.6","518,879.4",11.84796%,88.15204%
2023-11-01,A DIVISION,"7",peak,"4,994,245","1.4624738","0.6349077","7,303,952.5","3,170,884.8","535,578.3",10.723909%,89.276093%
2023-11-01,A DIVISION,S 42nd,offpeak,"356,168.4","0.47957462","-0.10172431","170,809.33","-36,230.984","6,631.5",1.8619%,98.1381%
2023-11-01,A DIVISION,S 42nd,peak,"437,482.5","0.42138198","-0.111096606","184,347.23","-48,602.82","1,204",0.275211%,99.72479%
2023-11-01,B DIVISION,A,offpeak,"3,824,200.2","1.2942129","0.8966408","4,949,329","3,428,934","822,742.3",21.514101%,78.4859%
2023-11-01,B DIVISION,A,peak,"4,635,444","1.0707837","0.6191648","4,963,557.5","2,870,104","720,505.7",15.543403%,84.4566%
2023-11-01,B DIVISION,B,offpeak,"1,992,834.6","1.4148887","0.49676466","2,819,639.5","989,969.8","414,543.7",20.801711%,79.19829%
2023-11-01,B DIVISION,B,peak,"3,073,000.8","1.6925898","0.95474887","5,201,329.5","2,933,944","728,542.9",23.707867%,76.292133%
2023-11-01,B DIVISION,C,offpeak,"2,684,828.5","1.4826627","0.5521432","3,980,695","1,482,410","503,943.5",18.770044%,81.229955%
2023-11-01,B DIVISION,C,peak,"2,274,090.2","1.5868021","0.40222347","3,608,531.2","914,692.5","414,198",18.213789%,81.78621%
2023-11-01,B DIVISION,D,offpeak,"2,984,596.5","1.9346064","1.2714438","5,774,019.5","3,794,746.8","781,516.2",26.184988%,73.81501%
2023-11-01,B DIVISION,D,peak,"2,894,017.5","1.317344","0.74494874","3,812,416.2","2,155,894.8","551,362.2",19.051793%,80.94821%
2023-11-01,B DIVISION,E,offpeak,"3,780,049.8","1.1009945","0.9325107","4,161,813.5","3,524,936.8","707,994.7",18.729772%,81.27023%
2023-11-01,B DIVISION,E,peak,"3,755,594.5","0.96194726","-0.21937594","3,612,683.8","-823,887.06","373,329.3",9.940618%,90.05938%
2023-11-01,B DIVISION,F,offpeak,"4,602,865","1.4764534","0.589891","6,795,915.5","2,715,188.8","960,388.8",20.865022%,79.134977%
2023-11-01,B DIVISION,F,peak,"5,102,278","1.1575804","0.13028705","5,906,297","664,760.75","742,198",14.546405%,85.453594%
2023-11-01,B DIVISION,G,offpeak,"1,454,910.1","1.0950621","0.89627844","1,593,217","1,304,004.5","246,068.1",16.912942%,83.087057%
2023-11-01,B DIVISION,G,peak,"1,642,893","1.2379704","0.6383867","2,033,852.9","1,048,801.1","318,384.8",19.379522%,80.62048%
2023-11-01,B DIVISION,JZ,offpeak,"1,367,030.1","2.1964078","0.62892365","3,002,555.5","859,757.56","268,330.7",19.628733%,80.371267%
2023-11-01,B DIVISION,JZ,peak,"1,501,593.9","1.4939492","0.5201254","2,243,305","781,017.06","295,128.1",19.654322%,80.34568%
2023-11-01,B DIVISION,L,offpeak,"3,226,144.8","0.9629325","0.7871217","3,106,559.8","2,539,368.5","333,248.2",10.3296116%,89.67039%
2023-11-01,B DIVISION,L,peak,"3,251,472","0.7603731","0.5297691","2,472,332","1,722,529.4","226,395.4",6.962859%,93.03714%
2023-11-01,B DIVISION,M,offpeak,"1,054,032.1","0.8935905","0.17684005","941,873.06","186,395.1","143,796.8",13.642545%,86.357456%
2023-11-01,B DIVISION,M,peak,"1,142,850.1","0.83510536","-0.026525773","954,400.3","-30,314.986","166,413.6",14.561279%,85.43872%
2023-11-01,B DIVISION,N,offpeak,"2,532,192.2","1.3204726","0.41981235","3,343,690.5","1,063,045.6","467,510",18.462658%,81.53734%
2023-11-01,B DIVISION,N,peak,"2,852,748.5","1.4936508","0.4583036","4,261,010","1,307,424.9","523,055.4",18.335138%,81.66486%
2023-11-01,B DIVISION,Q,offpeak,"3,287,391.8","1.2867804","0.015067777","4,230,151","49,533.684","624,392.5",18.993554%,81.00645%
